Subject,Predicate,Object
Miracle,HAS_CAST,Kurt Russell
Miracle,HAS_CAST,Patricia Clarkson
D2: The Mighty Ducks,HAS_GENRE,Comedy
D2: The Mighty Ducks,HAS_GENRE,Action
D2: The Mighty Ducks,HAS_GENRE,Family
D2: The Mighty Ducks,HAS_GENRE,Drama
D2: The Mighty Ducks,HAS_CAST,Emilio Estevez
Slapshot,HAS_GENRE,Documentary
D3: The Mighty Ducks,HAS_GENRE,Comedy
D3: The Mighty Ducks,HAS_GENRE,Action
D3: The Mighty Ducks,HAS_GENRE,Family
D3: The Mighty Ducks,HAS_GENRE,Drama
D3: The Mighty Ducks,HAS_CAST,Emilio Estevez
Goon,HAS_GENRE,Comedy
Goon,HAS_CAST,Jay Baruchel
The Founder,HAS_GENRE,Drama
The Founder,HAS_GENRE,History
The Founder,HAS_CAST,Michael Keaton
The Founder,HAS_CAST,Patrick Wilson
Lars and the Real Girl,HAS_GENRE,Comedy
Lars and the Real Girl,HAS_GENRE,Drama
Lars and the Real Girl,HAS_GENRE,Romance
Lars and the Real Girl,HAS_CAST,Ryan Gosling
Cheech & Chong's Next Movie,HAS_GENRE,Action
Cheech & Chong's Next Movie,HAS_GENRE,Adventure
Cheech & Chong's Next Movie,HAS_GENRE,Comedy
American Graffiti,HAS_GENRE,Comedy
American Graffiti,HAS_GENRE,Drama
American Graffiti,HAS_CAST,Richard Dreyfuss
American Graffiti,HAS_CAST,Ron Howard
American Graffiti,HAS_DIRECTOR,George Lucas
American Graffiti,HAS_WRITER,George Lucas
Elephant,HAS_GENRE,Crime
Elephant,HAS_GENRE,Drama
Elephant,HAS_CAST,John Robinson
Hotel Transylvania 2,HAS_GENRE,Animation
Hotel Transylvania 2,HAS_GENRE,Comedy
Hotel Transylvania 2,HAS_GENRE,Family
Hotel Transylvania 2,HAS_GENRE,Fantasy
Hotel Transylvania 2,HAS_CAST,Adam Sandler
Hotel Transylvania 2,HAS_CAST,Andy Samberg
Hotel Transylvania 2,HAS_CAST,Selena Gomez
Hotel Transylvania 2,HAS_CAST,Kevin James
Hotel Transylvania 2,HAS_CAST,Steve Buscemi
Hotel Transylvania 2,HAS_WRITER,Adam Sandler
Weirdsville,HAS_GENRE,Drama
Weirdsville,HAS_GENRE,Action
Weirdsville,HAS_GENRE,Comedy
Return of the Killer Tomatoes,HAS_GENRE,Comedy
Return of the Killer Tomatoes,HAS_GENRE,Horror
Return of the Killer Tomatoes,HAS_GENRE,Science Fiction
Return of the Killer Tomatoes,HAS_CAST,George Clooney
The SpongeBob SquarePants Movie,HAS_GENRE,Family
The SpongeBob SquarePants Movie,HAS_GENRE,Animation
The SpongeBob SquarePants Movie,HAS_GENRE,Comedy
The SpongeBob SquarePants Movie,HAS_GENRE,Fantasy
The SpongeBob SquarePants Movie,HAS_GENRE,Adventure
Night of the Living Bread,HAS_GENRE,Horror
Hollyweird,HAS_GENRE,Mystery
Hollyweird,HAS_GENRE,Drama
Hollyweird,HAS_GENRE,Horror
Walking Tall,HAS_GENRE,Adventure
Walking Tall,HAS_GENRE,Drama
Walking Tall,HAS_GENRE,Action
Walking Tall,HAS_GENRE,Thriller
Walking Tall,HAS_CAST,Dwayne Johnson
Walking Tall,HAS_CAST,Johnny Knoxville
The Rundown,HAS_GENRE,Adventure
The Rundown,HAS_GENRE,Action
The Rundown,HAS_GENRE,Comedy
The Rundown,HAS_GENRE,Thriller
The Rundown,HAS_CAST,Dwayne Johnson
The Rundown,HAS_CAST,Christopher Walken
Grumpy Old Men,HAS_GENRE,Comedy
Grumpy Old Men,HAS_CAST,Jack Lemmon
The Bewitched Inn,HAS_GENRE,Fantasy
The Haunting of Hell House,HAS_GENRE,Thriller
The Haunting of Hell House,HAS_GENRE,Horror
The Black Cauldron,HAS_GENRE,Animation
The Black Cauldron,HAS_GENRE,Adventure
The Black Cauldron,HAS_GENRE,Family
The Black Cauldron,HAS_GENRE,Fantasy
Operation Dumbo Drop,HAS_GENRE,Action
Operation Dumbo Drop,HAS_GENRE,Adventure
Operation Dumbo Drop,HAS_GENRE,Comedy
Operation Dumbo Drop,HAS_GENRE,Family
Operation Dumbo Drop,HAS_CAST,Danny Glover
Operation Dumbo Drop,HAS_CAST,Ray Liotta
You Can Count On Me,HAS_GENRE,Drama
You Can Count On Me,HAS_CAST,Laura Linney
You Can Count On Me,HAS_CAST,Mark Ruffalo
You Can Count On Me,HAS_CAST,Matthew Broderick
Manchester by the Sea,HAS_GENRE,Drama
Manchester by the Sea,HAS_CAST,Casey Affleck
Manchester by the Sea,HAS_CAST,Michelle Williams
Darkest Hour,HAS_GENRE,Drama
Darkest Hour,HAS_GENRE,History
Darkest Hour,HAS_CAST,Gary Oldman
Darkest Hour,HAS_CAST,Ben Mendelsohn
Darkest Hour,HAS_DIRECTOR,Joe Wright
True Romance,HAS_GENRE,Action
True Romance,HAS_GENRE,Crime
True Romance,HAS_GENRE,Romance
True Romance,HAS_CAST,Christian Slater
True Romance,HAS_CAST,Patricia Arquette
True Romance,HAS_CAST,Gary Oldman
True Romance,HAS_DIRECTOR,Tony Scott
True Romance,HAS_WRITER,Quentin Tarantino
Inglourious Basterds,HAS_GENRE,Drama
Inglourious Basterds,HAS_GENRE,Thriller
Inglourious Basterds,HAS_GENRE,War
Inglourious Basterds,HAS_CAST,Brad Pitt
Inglourious Basterds,HAS_CAST,Eli Roth
Inglourious Basterds,HAS_CAST,Michael Fassbender
Inglourious Basterds,HAS_DIRECTOR,Quentin Tarantino
Inglourious Basterds,HAS_WRITER,Quentin Tarantino
Play Misty for Me,HAS_GENRE,Drama
Play Misty for Me,HAS_GENRE,Thriller
Play Misty for Me,HAS_CAST,Clint Eastwood
Play Misty for Me,HAS_DIRECTOR,Clint Eastwood
Breathe,HAS_GENRE,Drama
Breathe,HAS_GENRE,Romance
Breathe,HAS_CAST,Andrew Garfield
Phantom Thread,HAS_GENRE,Drama
Phantom Thread,HAS_GENRE,Romance
Phantom Thread,HAS_CAST,Daniel Day-Lewis
Romance Complicated,HAS_GENRE,Romance
Sid and Nancy,HAS_GENRE,Drama
Sid and Nancy,HAS_GENRE,Romance
Sid and Nancy,HAS_CAST,Gary Oldman
Miss Congeniality 2: Armed and Fabulous,HAS_GENRE,Action
Miss Congeniality 2: Armed and Fabulous,HAS_GENRE,Comedy
Miss Congeniality 2: Armed and Fabulous,HAS_CAST,Sandra Bullock
The Cider House Rules,HAS_GENRE,Drama
The Cider House Rules,HAS_CAST,Tobey Maguire
The Cider House Rules,HAS_CAST,Charlize Theron
The Cider House Rules,HAS_CAST,Paul Rudd
The Cider House Rules,HAS_CAST,Michael Caine
Role Models,HAS_GENRE,Comedy
Role Models,HAS_CAST,Paul Rudd
Role Models,HAS_CAST,Christopher Mintz-Plasse
Christine,HAS_GENRE,Horror
Christine,HAS_DIRECTOR,John Carpenter
Love Bite,HAS_GENRE,Horror
Love Bite,HAS_GENRE,Comedy
Buffy the Vampire Slayer,HAS_GENRE,Action
Buffy the Vampire Slayer,HAS_GENRE,Comedy
Buffy the Vampire Slayer,HAS_GENRE,Horror
Buffy the Vampire Slayer,HAS_CAST,Donald Sutherland
Buffy the Vampire Slayer,HAS_WRITER,Joss Whedon
Slap Shot,HAS_GENRE,Comedy
Slap Shot,HAS_GENRE,Drama
Slap Shot,HAS_CAST,Paul Newman
The Tingler,HAS_GENRE,Horror
The Tingler,HAS_GENRE,Science Fiction
The Tingler,HAS_CAST,Vincent Price
The Last Man on Earth,HAS_GENRE,Horror
The Last Man on Earth,HAS_GENRE,Science Fiction
The Last Man on Earth,HAS_CAST,Vincent Price
Star Trek: The Motion Picture,HAS_GENRE,Science Fiction
Star Trek: The Motion Picture,HAS_GENRE,Adventure
Star Trek: The Motion Picture,HAS_GENRE,Mystery
I Am Thor,HAS_GENRE,Documentary
I Am Thor,HAS_GENRE,Music
The Philadelphia Story,HAS_GENRE,Comedy
The Philadelphia Story,HAS_GENRE,Romance
The Philadelphia Story,HAS_CAST,Cary Grant
Bringing Up Baby,HAS_GENRE,Comedy
Bringing Up Baby,HAS_GENRE,Romance
Bringing Up Baby,HAS_CAST,Cary Grant
Harvey,HAS_GENRE,Comedy
Harvey,HAS_GENRE,Fantasy
The Thin Man,HAS_GENRE,Comedy
The Thin Man,HAS_GENRE,Crime
The Thin Man,HAS_GENRE,Mystery
Fun Mom Dinner,HAS_GENRE,Comedy
Fun Mom Dinner,HAS_CAST,Adam Scott
Clerks,HAS_GENRE,Comedy
Clerks,HAS_DIRECTOR,Kevin Smith
Clerks,HAS_WRITER,Kevin Smith
How Stella Got Her Groove Back,HAS_GENRE,Comedy
How Stella Got Her Groove Back,HAS_GENRE,Drama
How Stella Got Her Groove Back,HAS_GENRE,Romance
How Stella Got Her Groove Back,HAS_CAST,Taye Diggs
How Stella Got Her Groove Back,HAS_CAST,Whoopi Goldberg
Two Can Play That Game,HAS_GENRE,Comedy
Two Can Play That Game,HAS_GENRE,Romance
Two Can Play That Game,HAS_CAST,Morris Chestnut
Captain America: The Winter Soldier,HAS_GENRE,Action
Captain America: The Winter Soldier,HAS_GENRE,Adventure
Captain America: The Winter Soldier,HAS_GENRE,Science Fiction
Captain America: The Winter Soldier,HAS_CAST,Chris Evans
Captain America: The Winter Soldier,HAS_CAST,Scarlett Johansson
Phantom,HAS_GENRE,Thriller
Phantom,HAS_CAST,Ed Harris
The Punisher,HAS_GENRE,Action
The Punisher,HAS_GENRE,Crime
The Punisher,HAS_GENRE,Drama
The Punisher,HAS_CAST,John Travolta
Premonition,HAS_GENRE,Thriller
Premonition,HAS_GENRE,Drama
Premonition,HAS_GENRE,Mystery
Premonition,HAS_CAST,Sandra Bullock
The Producers,HAS_GENRE,Comedy
The Producers,HAS_CAST,Gene Wilder
The Producers,HAS_DIRECTOR,Mel Brooks
The Producers,HAS_WRITER,Mel Brooks
K-9,HAS_GENRE,Action
K-9,HAS_GENRE,Comedy
K-9,HAS_GENRE,Crime
Thirteen,HAS_GENRE,Drama
Thirteen,HAS_CAST,Holly Hunter
Our Idiot Brother,HAS_GENRE,Comedy
Our Idiot Brother,HAS_GENRE,Drama
Our Idiot Brother,HAS_CAST,Paul Rudd
Our Idiot Brother,HAS_CAST,Zooey Deschanel
Wanderlust,HAS_GENRE,Comedy
Wanderlust,HAS_GENRE,Romance
Wanderlust,HAS_CAST,Jennifer Aniston
Wanderlust,HAS_CAST,Paul Rudd
American Pie 2,HAS_GENRE,Comedy
American Pie 2,HAS_GENRE,Romance
"Good Morning, Vietnam",HAS_GENRE,Comedy
"Good Morning, Vietnam",HAS_GENRE,Drama
"Good Morning, Vietnam",HAS_GENRE,War
"Good Morning, Vietnam",HAS_CAST,Robin Williams
"Good Morning, Vietnam",HAS_CAST,Forest Whitaker
Elvis & Nixon,HAS_GENRE,Drama
Elvis & Nixon,HAS_GENRE,Comedy
Elvis & Nixon,HAS_GENRE,History
Elvis & Nixon,HAS_CAST,Kevin Spacey
Elvis & Nixon,HAS_CAST,Johnny Knoxville
Big Eyes,HAS_GENRE,Drama
Big Eyes,HAS_CAST,Amy Adams
Big Eyes,HAS_CAST,Danny Huston
Big Eyes,HAS_DIRECTOR,Tim Burton
Enough,HAS_GENRE,Drama
Enough,HAS_GENRE,Thriller
Enough,HAS_CAST,Jennifer Lopez
Enough,HAS_CAST,Juliette Lewis
Oba: The Last Samurai,HAS_GENRE,War
Oba: The Last Samurai,HAS_GENRE,Drama
The Conjuring,HAS_GENRE,Horror
The Conjuring,HAS_GENRE,Thriller
The Conjuring,HAS_CAST,Patrick Wilson
The Conjuring,HAS_CAST,Ron Livingston
The Conjuring,HAS_DIRECTOR,James Wan
Jumper,HAS_GENRE,Action
Jumper,HAS_GENRE,Adventure
Jumper,HAS_GENRE,Science Fiction
The Shallows,HAS_GENRE,Horror
The Shallows,HAS_GENRE,Drama
The Shallows,HAS_GENRE,Thriller
The Shallows,HAS_CAST,Blake Lively
Down with Love,HAS_GENRE,Comedy
Down with Love,HAS_GENRE,Romance
Fast Times at Ridgemont High,HAS_GENRE,Comedy
Fast Times at Ridgemont High,HAS_CAST,Sean Penn
Fast Times at Ridgemont High,HAS_CAST,Judge Reinhold
Meatballs,HAS_GENRE,Comedy
Meatballs,HAS_CAST,Bill Murray
Uncle Buck,HAS_GENRE,Comedy
Uncle Buck,HAS_GENRE,Drama
Uncle Buck,HAS_GENRE,Family
Uncle Buck,HAS_CAST,John Candy
Uncle Buck,HAS_CAST,Macaulay Culkin
Uncle Buck,HAS_DIRECTOR,John Hughes
Uncle Buck,HAS_WRITER,John Hughes
Ingrid Goes West,HAS_GENRE,Comedy
Ingrid Goes West,HAS_GENRE,Drama
Ingrid Goes West,HAS_CAST,Aubrey Plaza
Ingrid Goes West,HAS_CAST,Elizabeth Olsen
Ingrid Goes West,HAS_CAST,O'Shea Jackson Jr.
916,HAS_GENRE,Drama
916,HAS_GENRE,Family
The Black Panthers: Vanguard of the Revolution,HAS_GENRE,Documentary
Heathers,HAS_GENRE,Comedy
Heathers,HAS_GENRE,Crime
Heathers,HAS_CAST,Winona Ryder
Heathers,HAS_CAST,Christian Slater
Jackass Presents: Bad Grandpa,HAS_GENRE,Comedy
Jackass Presents: Bad Grandpa,HAS_CAST,Johnny Knoxville
Dudley Do-Right,HAS_GENRE,Comedy
Dudley Do-Right,HAS_GENRE,Family
Dudley Do-Right,HAS_GENRE,Romance
George of the Jungle,HAS_GENRE,Adventure
George of the Jungle,HAS_GENRE,Comedy
George of the Jungle,HAS_GENRE,Family
George of the Jungle,HAS_GENRE,Romance
George of the Jungle,HAS_CAST,Leslie Mann
Dogma,HAS_GENRE,Fantasy
Dogma,HAS_GENRE,Comedy
Dogma,HAS_GENRE,Adventure
Dogma,HAS_CAST,Ben Affleck
Dogma,HAS_CAST,Matt Damon
Dogma,HAS_CAST,Salma Hayek Pinault
Dogma,HAS_DIRECTOR,Kevin Smith
Dogma,HAS_WRITER,Kevin Smith
Mission: Impossible II,HAS_GENRE,Adventure
Mission: Impossible II,HAS_GENRE,Action
Mission: Impossible II,HAS_GENRE,Thriller
Mission: Impossible II,HAS_CAST,Tom Cruise
Mission: Impossible II,HAS_DIRECTOR,John Woo
Nanny McPhee,HAS_GENRE,Fantasy
Nanny McPhee,HAS_GENRE,Comedy
Nanny McPhee,HAS_GENRE,Family
Nanny McPhee,HAS_CAST,Emma Thompson
Nanny McPhee,HAS_CAST,Colin Firth
Fantastic Beasts and Where to Find Them,HAS_GENRE,Fantasy
Fantastic Beasts and Where to Find Them,HAS_GENRE,Adventure
Fantastic Beasts and Where to Find Them,HAS_GENRE,Family
Fantastic Beasts and Where to Find Them,HAS_CAST,Colin Farrell
Mission: Impossible III,HAS_GENRE,Adventure
Mission: Impossible III,HAS_GENRE,Action
Mission: Impossible III,HAS_GENRE,Thriller
Mission: Impossible III,HAS_CAST,Tom Cruise
Mission: Impossible III,HAS_CAST,Michelle Monaghan
The Little Mermaid,HAS_GENRE,Adventure
The Little Mermaid,HAS_GENRE,Family
The Little Mermaid,HAS_GENRE,Fantasy
The Little Mermaid,HAS_GENRE,Romance
The Little Mermaid,HAS_CAST,Jacob Tremblay
The Prince of Egypt,HAS_GENRE,Adventure
The Prince of Egypt,HAS_GENRE,Animation
The Prince of Egypt,HAS_GENRE,Drama
The Prince of Egypt,HAS_GENRE,Family
The Prince of Egypt,HAS_CAST,Val Kilmer
The Prince of Egypt,HAS_CAST,Ralph Fiennes
The Prince of Egypt,HAS_CAST,Sandra Bullock
The Prince of Egypt,HAS_CAST,Jeff Goldblum
Holes,HAS_GENRE,Adventure
Holes,HAS_GENRE,Family
Holes,HAS_GENRE,Drama
Holes,HAS_GENRE,Comedy
Holes,HAS_CAST,Sigourney Weaver
Holes,HAS_CAST,Patricia Arquette
The Little Hours,HAS_GENRE,Comedy
The Little Hours,HAS_CAST,Aubrey Plaza
Let Me In,HAS_GENRE,Drama
Let Me In,HAS_GENRE,Horror
Let Me In,HAS_GENRE,Mystery
Rings,HAS_GENRE,Horror
Rings,HAS_CAST,Alex Roe
The Witch,HAS_GENRE,Horror
The Witch,HAS_GENRE,Mystery
The Witch,HAS_GENRE,Drama
Pitch Perfect,HAS_GENRE,Comedy
Pitch Perfect,HAS_GENRE,Music
Pitch Perfect,HAS_GENRE,Romance
Pitch Perfect,HAS_CAST,Anna Kendrick
Pitch Perfect,HAS_CAST,Rebel Wilson
Everybody Loves Somebody,HAS_GENRE,Romance
Everybody Loves Somebody,HAS_GENRE,Comedy
The Benchwarmers,HAS_GENRE,Comedy
The Benchwarmers,HAS_CAST,Rob Schneider
The Benchwarmers,HAS_CAST,David Spade
The Benchwarmers,HAS_CAST,Jon Heder
The Benchwarmers,HAS_CAST,Jon Lovitz
Heavyweights,HAS_GENRE,Family
Heavyweights,HAS_GENRE,Comedy
Heavyweights,HAS_GENRE,Drama
Neighbor,HAS_GENRE,Horror
Neighbor,HAS_GENRE,Thriller
The Neighbor,HAS_GENRE,Thriller
The Neighbor,HAS_GENRE,Crime
The Neighbor,HAS_GENRE,Horror
The Neighbor,HAS_GENRE,Mystery
About a Boy,HAS_GENRE,Drama
About a Boy,HAS_GENRE,Comedy
About a Boy,HAS_GENRE,Romance
About a Boy,HAS_CAST,Hugh Grant
About a Boy,HAS_CAST,Rachel Weisz
Scary Movie 3,HAS_GENRE,Comedy
Scary Movie 3,HAS_CAST,Charlie Sheen
Scary Movie 3,HAS_CAST,Regina Hall
Star Trek Into Darkness,HAS_GENRE,Action
Star Trek Into Darkness,HAS_GENRE,Adventure
Star Trek Into Darkness,HAS_GENRE,Science Fiction
Star Trek Into Darkness,HAS_CAST,Chris Pine
Star Trek Into Darkness,HAS_CAST,Benedict Cumberbatch
Star Trek Into Darkness,HAS_CAST,Simon Pegg
Star Trek Into Darkness,HAS_WRITER,Alex Kurtzman
Zero Effect,HAS_GENRE,Comedy
Zero Effect,HAS_GENRE,Crime
Zero Effect,HAS_GENRE,Mystery
Zero Effect,HAS_GENRE,Thriller
Zero Effect,HAS_CAST,Ben Stiller
Master and Commander: The Far Side of the World,HAS_GENRE,Adventure
Master and Commander: The Far Side of the World,HAS_GENRE,Drama
Master and Commander: The Far Side of the World,HAS_GENRE,War
Master and Commander: The Far Side of the World,HAS_CAST,Russell Crowe
Master and Commander: The Far Side of the World,HAS_CAST,Paul Bettany
Upstream Color,HAS_GENRE,Drama
Upstream Color,HAS_GENRE,Science Fiction
Max Steel,HAS_GENRE,Action
Max Steel,HAS_GENRE,Adventure
Max Steel,HAS_GENRE,Science Fiction
A Bug's Life,HAS_GENRE,Adventure
A Bug's Life,HAS_GENRE,Animation
A Bug's Life,HAS_GENRE,Comedy
A Bug's Life,HAS_GENRE,Family
A Bug's Life,HAS_CAST,Kevin Spacey
Kedi,HAS_GENRE,Documentary
Speed Racer,HAS_GENRE,Family
Speed Racer,HAS_GENRE,Action
Speed Racer,HAS_GENRE,Adventure
Speed Racer,HAS_GENRE,Comedy
Speed Racer,HAS_CAST,Emile Hirsch
Speed Racer,HAS_CAST,Christina Ricci
Speed Racer,HAS_CAST,John Goodman
Speed Racer,HAS_CAST,Susan Sarandon
The Lucky Ones,HAS_GENRE,Comedy
The Lucky Ones,HAS_GENRE,Drama
The Lucky Ones,HAS_GENRE,History
The Lucky Ones,HAS_CAST,Rachel McAdams
The Lucky Ones,HAS_CAST,Tim Robbins
Matilda,HAS_GENRE,Comedy
Matilda,HAS_GENRE,Family
Matilda,HAS_GENRE,Fantasy
Matilda,HAS_CAST,Danny DeVito
Matilda,HAS_DIRECTOR,Danny DeVito
Homeward Bound II: Lost in San Francisco,HAS_GENRE,Adventure
Homeward Bound II: Lost in San Francisco,HAS_GENRE,Comedy
Homeward Bound II: Lost in San Francisco,HAS_GENRE,Drama
Homeward Bound II: Lost in San Francisco,HAS_GENRE,Family
Homeward Bound II: Lost in San Francisco,HAS_CAST,Sally Field
Drunken Master,HAS_GENRE,Action
Drunken Master,HAS_GENRE,Comedy
Drunken Master,HAS_CAST,Jackie Chan
Rock-a-Doodle,HAS_GENRE,Comedy
Rock-a-Doodle,HAS_GENRE,Family
Rock-a-Doodle,HAS_GENRE,Animation
Rock-a-Doodle,HAS_GENRE,Fantasy
Rock-a-Doodle,HAS_GENRE,Music
Rock-a-Doodle,HAS_CAST,Glen Campbell
Rock-a-Doodle,HAS_DIRECTOR,Don Bluth
Rock-a-Doodle,HAS_WRITER,Don Bluth
Little Nemo: Adventures in Slumberland,HAS_GENRE,Adventure
Little Nemo: Adventures in Slumberland,HAS_GENRE,Animation
Little Nemo: Adventures in Slumberland,HAS_GENRE,Family
Little Nemo: Adventures in Slumberland,HAS_GENRE,Fantasy
Lady and the Tramp,HAS_GENRE,Family
Lady and the Tramp,HAS_GENRE,Animation
Lady and the Tramp,HAS_GENRE,Romance
Wind in the Willows,HAS_GENRE,Family
Wind in the Willows,HAS_GENRE,Animation
Wind in the Willows,HAS_GENRE,Adventure
Wind in the Willows,HAS_GENRE,Comedy
Wind in the Willows,HAS_GENRE,TV Movie
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Family
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Animation
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Romance
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Adventure
The Fox and the Hound,HAS_GENRE,Adventure
The Fox and the Hound,HAS_GENRE,Animation
The Fox and the Hound,HAS_GENRE,Drama
The Fox and the Hound,HAS_GENRE,Family
The Fox and the Hound,HAS_CAST,Kurt Russell
Robin Hood,HAS_GENRE,Action
Robin Hood,HAS_GENRE,Adventure
Robin Hood,HAS_GENRE,Drama
Robin Hood,HAS_CAST,Russell Crowe
Robin Hood,HAS_CAST,Cate Blanchett
Robin Hood,HAS_DIRECTOR,Ridley Scott
Pinocchio,HAS_GENRE,Animation
Pinocchio,HAS_GENRE,Family
Get Him to the Greek,HAS_GENRE,Adventure
Get Him to the Greek,HAS_GENRE,Comedy
Get Him to the Greek,HAS_GENRE,Music
Get Him to the Greek,HAS_CAST,Jonah Hill
Get Him to the Greek,HAS_CAST,Russell Brand
Get Him to the Greek,HAS_CAST,Rose Byrne
Dahmer,HAS_GENRE,Crime
Dahmer,HAS_GENRE,Drama
Dahmer,HAS_GENRE,Thriller
Dahmer,HAS_CAST,Jeremy Renner
RocknRolla,HAS_GENRE,Action
RocknRolla,HAS_GENRE,Crime
RocknRolla,HAS_GENRE,Thriller
RocknRolla,HAS_CAST,Gerard Butler
RocknRolla,HAS_CAST,Idris Elba
RocknRolla,HAS_DIRECTOR,Guy Ritchie
RocknRolla,HAS_WRITER,Guy Ritchie
Layer Cake,HAS_GENRE,Drama
Layer Cake,HAS_GENRE,Thriller
Layer Cake,HAS_GENRE,Crime
Layer Cake,HAS_CAST,Daniel Craig
Layer Cake,HAS_CAST,Tom Hardy
American Assassin,HAS_GENRE,Action
American Assassin,HAS_GENRE,Thriller
American Assassin,HAS_CAST,Michael Keaton
American Assassin,HAS_CAST,Taylor Kitsch
Hugo,HAS_GENRE,Adventure
Hugo,HAS_GENRE,Drama
Hugo,HAS_GENRE,Family
Hugo,HAS_CAST,Asa Butterfield
Hugo,HAS_CAST,Ben Kingsley
Hugo,HAS_DIRECTOR,Martin Scorsese
Non-Stop,HAS_GENRE,Action
Non-Stop,HAS_GENRE,Thriller
Non-Stop,HAS_GENRE,Mystery
Non-Stop,HAS_CAST,Liam Neeson
Non-Stop,HAS_CAST,Julianne Moore
Face/Off,HAS_GENRE,Action
Face/Off,HAS_GENRE,Crime
Face/Off,HAS_GENRE,Science Fiction
Face/Off,HAS_CAST,John Travolta
Face/Off,HAS_CAST,Nicolas Cage
Face/Off,HAS_DIRECTOR,John Woo
Mary and the Witch's Flower,HAS_GENRE,Fantasy
Mary and the Witch's Flower,HAS_GENRE,Adventure
Mary and the Witch's Flower,HAS_GENRE,Animation
Mary and the Witch's Flower,HAS_GENRE,Family
Mary and the Witch's Flower,HAS_DIRECTOR,Hiromasa Yonebayashi
One Hundred and One Dalmatians,HAS_GENRE,Adventure
One Hundred and One Dalmatians,HAS_GENRE,Animation
One Hundred and One Dalmatians,HAS_GENRE,Comedy
One Hundred and One Dalmatians,HAS_GENRE,Family
28 Weeks Later,HAS_GENRE,Horror
28 Weeks Later,HAS_GENRE,Thriller
28 Weeks Later,HAS_GENRE,Science Fiction
28 Weeks Later,HAS_CAST,Rose Byrne
28 Weeks Later,HAS_CAST,Jeremy Renner
Dead Snow,HAS_GENRE,Horror
Dead Snow,HAS_GENRE,Action
Dead Snow,HAS_GENRE,Comedy
Island of the Dead,HAS_GENRE,Thriller
Island of the Dead,HAS_GENRE,Horror
Land of the Dead,HAS_GENRE,Horror
Land of the Dead,HAS_GENRE,Science Fiction
Land of the Dead,HAS_CAST,Dennis Hopper
He-Man,HAS_GENRE,Comedy
He-Man,HAS_GENRE,Drama
He-Man,HAS_GENRE,Romance
He-Man,HAS_CAST,Christian Slater
Takers,HAS_GENRE,Action
Takers,HAS_GENRE,Crime
Takers,HAS_GENRE,Drama
Takers,HAS_GENRE,Thriller
Takers,HAS_CAST,Matt Dillon
Takers,HAS_CAST,Idris Elba
The Odd Life of Timothy Green,HAS_GENRE,Fantasy
The Odd Life of Timothy Green,HAS_GENRE,Drama
The Odd Life of Timothy Green,HAS_GENRE,Comedy
The Odd Life of Timothy Green,HAS_GENRE,Family
The Odd Life of Timothy Green,HAS_CAST,Jennifer Garner
The Odd Life of Timothy Green,HAS_CAST,Ron Livingston
The Age of Adaline,HAS_GENRE,Romance
The Age of Adaline,HAS_GENRE,Fantasy
The Age of Adaline,HAS_GENRE,Drama
The Age of Adaline,HAS_CAST,Blake Lively
The Age of Adaline,HAS_CAST,Harrison Ford
The Attic,HAS_GENRE,Horror
The Attic,HAS_GENRE,Thriller
Black Panther,HAS_GENRE,Action
Black Panther,HAS_GENRE,Adventure
Black Panther,HAS_GENRE,Science Fiction
Black Panther,HAS_CAST,Chadwick Boseman
Black Panther,HAS_CAST,Martin Freeman
Paranormal Activity 2,HAS_GENRE,Horror
Paranormal Activity 2,HAS_GENRE,Mystery
Out to Kill,HAS_GENRE,Drama
Out to Kill,HAS_GENRE,Mystery
The Constitution,HAS_GENRE,History
The Constitution,HAS_GENRE,Drama
The Frozen Ground,HAS_GENRE,Thriller
The Frozen Ground,HAS_GENRE,Crime
The Frozen Ground,HAS_CAST,Nicolas Cage
The Frozen Ground,HAS_CAST,John Cusack
Home Again,HAS_GENRE,Comedy
Home Again,HAS_GENRE,Drama
Home Again,HAS_GENRE,Romance
Home Again,HAS_CAST,Reese Witherspoon
Home Again,HAS_CAST,Michael Sheen
Fifty Shades Darker,HAS_GENRE,Drama
Fifty Shades Darker,HAS_GENRE,Romance
Victoria and Abdul,HAS_GENRE,Drama
Victoria and Abdul,HAS_GENRE,History
Victoria and Abdul,HAS_CAST,Judi Dench
Victoria and Abdul,HAS_CAST,Adeel Akhtar
Sense and Sensibility,HAS_GENRE,Drama
Sense and Sensibility,HAS_GENRE,Romance
Sense and Sensibility,HAS_CAST,Emma Thompson
Sense and Sensibility,HAS_CAST,Kate Winslet
Sense and Sensibility,HAS_CAST,Alan Rickman
Sense and Sensibility,HAS_CAST,Hugh Grant
Sense and Sensibility,HAS_DIRECTOR,Ang Lee
Paper Towns,HAS_GENRE,Mystery
Paper Towns,HAS_GENRE,Drama
Paper Towns,HAS_GENRE,Romance
The Circle,HAS_GENRE,Drama
The Circle,HAS_GENRE,Thriller
The Circle,HAS_GENRE,Science Fiction
The Circle,HAS_CAST,Emma Watson
The Circle,HAS_CAST,Tom Hanks
The Circle,HAS_CAST,John Boyega
Last Vegas,HAS_GENRE,Comedy
Last Vegas,HAS_CAST,Robert De Niro
